SaleID,price
200000,1292.88
200001,1967.75
200002,8431.35
200003,1201.09
200004,42.0
200005,1267.01
200006,482.62
200007,3280.54
200008,12016.61
200009,588.33
200010,675.84
200011,2492.74
200012,5767.34
200013,7723.97
200014,44.63
200015,39.95
200016,1769.36
200017,8645.29
200018,6478.2
200019,761.25
200020,25243.53
200021,7798.33
200022,2072.81
200023,43.22
200024,843.96
200025,7917.51
200026,590.36
200027,12403.83
200028,4023.0
200029,7892.23
200030,17579.68
200031,13407.03
200032,605.16
200033,14601.78
200034,797.61
200035,1992.24
200036,14046.52
200037,5858.8
200038,1572.74
200039,363.85
200040,42.92
200041,26770.13
200042,456.2
200043,7378.61
200044,19029.46
200045,490.26
200046,16188.3
200047,17512.03
200048,2199.84
200049,45.95
200050,547.77
200051,4430.87
200052,2755.38
200053,43.65
200054,13196.95
200055,10875.49
200056,6034.11
200057,3311.61
200058,911.7
200059,5215.94
200060,8316.57
200061,1219.6
200062,5567.91
200063,8184.22
200064,1317.45
200065,1677.78
200066,495.44
200067,9958.77
200068,211.88
200069,17696.27
200070,8790.47
200071,34.43
200072,6676.38
200073,18084.73
200074,4215.25
200075,13740.05
200076,2900.43
200077,42.92
200078,350.44
200079,54.26
200080,3073.08
200081,2095.37
200082,4094.35
200083,415.51
200084,1185.5
200085,1467.93
200086,6947.5
200087,3351.44
200088,2924.55
200089,41400.31
200090,2401.33
200091,19.08
200092,1428.6
200093,16774.76
200094,6538.08
200095,62.78
200096,2560.72
200097,1207.04
200098,446.12
200099,22745.93
200100,21390.9
200101,7224.26
200102,1803.46
200103,11044.45
200104,5356.5
200105,4339.59
200106,8082.38
200107,420.87
200108,15167.11
200109,7976.06
200110,688.36
200111,1944.61
200112,1805.41
200113,773.84
200114,2321.83
200115,1149.54
200116,14307.23
200117,16505.84
200118,52319.14
200119,201.59
200120,2938.26
200121,2426.43
200122,692.44
200123,2533.02
200124,60882.24
200125,604.6
200126,2971.01
200127,15985.02
200128,1672.82
200129,5939.26
200130,3799.57
200131,2944.79
200132,1592.24
200133,2909.24
200134,1399.2
200135,360.28
200136,3954.19
200137,43.91
200138,10040.11
200139,6646.04
200140,42.1
200141,1508.86
200142,6344.29
200143,6853.24
200144,1419.24
200145,6293.49
200146,9.1
200147,4516.99
200148,2965.22
200149,40.38
200150,39.83
200151,5148.36
200152,632.39
200153,500.25
200154,7155.52
200155,2311.88
200156,16292.34
200157,8092.84
200158,10102.69
200159,-11.47
200160,6647.17
200161,7474.1
200162,6632.67
200163,25.72
200164,16684.53
200165,14989.0
200166,24589.6
200167,3960.1
200168,37000.82
200169,682.87
200170,2720.4
200171,8776.05
200172,1969.57
200173,36125.57
200174,7.25
200175,337.78
200176,8102.63
200177,5978.21
200178,5250.43
200179,3780.35
200180,887.31
200181,19379.07
200182,4145.7
200183,1397.58
200184,332.69
200185,4262.64
200186,3646.25
200187,5299.42
200188,10627.28
200189,11843.34
200190,3163.72
200191,2813.32
200192,1071.27
200193,4592.36
200194,7730.06
200195,2361.38
200196,41.85
200197,21861.22
200198,1203.26
200199,4409.25
200200,46.81
200201,7772.88
200202,2074.66
200203,1584.24
200204,8173.23
200205,5445.33
200206,824.81
200207,4911.79
200208,5727.64
200209,1179.37
200210,13919.96
200211,5579.49
200212,7613.3
200213,8920.26
200214,19080.22
200215,6891.58
200216,3208.14
200217,1292.75
200218,10359.24
200219,1261.16
200220,2389.03
200221,8219.7
200222,39.87
200223,700.42
200224,12187.65
200225,3525.75
200226,1181.5
200227,8927.64
200228,228.39
200229,7447.97
200230,9741.87
200231,47.88
200232,957.15
200233,7795.16
200234,415.59
200235,8364.63
200236,12486.27
200237,4675.08
200238,7072.86
200239,8638.06
200240,25597.23
200241,10932.05
200242,3857.42
200243,50.4
200244,6482.97
200245,3921.42
200246,4514.73
200247,1208.84
200248,257.36
200249,9718.79
200250,32272.32
200251,10191.32
200252,820.11
200253,9312.15
200254,11116.69
200255,7472.6
200256,2875.86
200257,9165.46
200258,3339.01
200259,7935.96
200260,43.32
200261,3895.13
200262,2637.05
200263,8784.71
200264,6654.35
200265,5891.68
200266,1320.56
200267,14637.24
200268,7008.93
200269,3828.54
200270,8687.41
200271,2748.84
200272,2971.52
200273,17728.67
200274,-13.67
200275,13883.44
200276,2350.51
200277,2991.2
200278,1684.72
200279,8008.27
200280,3178.9
200281,838.75
200282,13026.64
200283,6224.21
200284,409.0
200285,5516.77
200286,3619.62
200287,11767.63
200288,12017.4
200289,3182.07
200290,6874.63
200291,8126.43
200292,1920.47
200293,9910.34
200294,6215.64
200295,2557.36
200296,2936.87
200297,6941.77
200298,1420.12
200299,4759.16
200300,5358.74
200301,5427.85
200302,1514.87
200303,5805.33
200304,2359.12
200305,4229.85
200306,1644.31
200307,15066.53
200308,1429.68
200309,44.9
200310,1103.02
200311,1319.7
200312,11115.62
200313,1709.2
200314,4229.66
200315,1044.04
200316,162.57
200317,2655.04
200318,395.77
200319,10421.37
200320,3056.88
200321,28591.0
200322,94.75
200323,1529.84
200324,24767.48
200325,5711.18
200326,2442.53
200327,29102.99
200328,69.13
200329,7959.69
200330,1885.96
200331,1513.65
200332,12414.53
200333,1188.06
200334,642.74
200335,1606.82
200336,1431.4
200337,1075.59
200338,1993.36
200339,13811.91
200340,26969.31
200341,-5.73
200342,6335.63
200343,1448.33
200344,5679.81
200345,6332.19
200346,1176.04
200347,11226.9
200348,9585.56
200349,721.81
200350,10091.3
200351,2245.23
200352,748.0
200353,1825.07
200354,3480.9
200355,563.27
200356,4629.14
200357,2598.59
200358,3023.07
200359,9563.21
200360,15995.1
200361,1787.93
200362,1981.0
200363,1280.97
200364,7659.89
200365,9931.23
200366,1006.54
200367,5443.59
200368,6463.49
200369,5577.97
200370,1001.61
200371,10426.08
200372,937.62
200373,1180.12
200374,1077.78
200375,1168.07
200376,35.13
200377,1788.02
200378,1696.61
200379,1916.16
200380,37.91
200381,3948.38
200382,33937.82
200383,1988.86
200384,2719.66
200385,767.81
200386,1086.69
200387,3981.38
200388,7314.32
200389,7230.67
200390,368.96
200391,3357.99
200392,1024.9
200393,2952.4
200394,3883.39
200395,143.38
200396,41.58
200397,985.41
200398,2256.94
200399,839.28
200400,2127.34
200401,4636.55
200402,1418.37
200403,3574.8
200404,647.52
200405,705.54
200406,142.53
200407,1386.45
200408,6624.26
200409,11483.95
200410,7581.62
200411,44.2
200412,20888.53
200413,11166.86
200414,124.39
200415,9366.97
200416,7993.64
200417,1729.18
200418,1088.41
200419,17448.97
200420,19467.45
200421,47.42
200422,57.88
200423,1012.93
200424,50728.78
200425,9060.54
200426,38.9
200427,19219.2
200428,1190.53
200429,4545.3
200430,4318.46
200431,2724.32
200432,3886.56
200433,16402.92
200434,36.38
200435,5016.79
200436,9898.58
200437,821.75
200438,209.97
200439,1100.44
200440,1527.18
200441,1197.37
200442,1287.31
200443,5837.69
200444,1197.15
200445,3059.68
200446,3396.17
200447,7517.84
200448,13676.33
200449,1198.19
200450,2498.4
200451,989.83
200452,495.28
200453,3201.8
200454,781.08
200455,8450.89
200456,1188.66
200457,42.46
200458,555.4
200459,3810.91
200460,2970.04
200461,3754.48
200462,107.06
200463,8453.2
200464,1365.56
200465,9948.52
200466,2320.19
200467,2704.58
200468,2092.84
200469,51.38
200470,9345.43
200471,385.25
200472,63.64
200473,49314.64
200474,1598.98
200475,3950.84
200476,12636.3
200477,5142.91
200478,4986.87
200479,1118.23
200480,6316.77
200481,44.5
200482,1540.33
200483,2738.11
200484,2412.37
200485,4987.63
200486,5583.85
200487,83.8
200488,1057.91
200489,5914.38
200490,9123.06
200491,8261.45
200492,17240.26
200493,115.64
200494,2285.95
200495,5255.05
200496,370.35
200497,574.15
200498,18175.46
200499,53.23
200500,6102.9
200501,38.0
200502,1863.74
200503,505.11
200504,2465.04
200505,5880.08
200506,127.57
200507,3209.67
200508,1715.63
200509,1237.21
200510,8679.22
200511,10197.58
200512,25567.94
200513,15032.03
200514,12641.11
200515,643.11
200516,22594.81
200517,8621.96
200518,39.93
200519,13706.97
200520,1485.63
200521,22972.28
200522,150.83
200523,322.06
200524,8329.25
200525,515.28
200526,407.95
200527,4057.01
200528,3703.84
200529,37.93
200530,6979.94
200531,14829.26
200532,1158.71
200533,18673.85
200534,1221.11
200535,30.59
200536,1033.78
200537,965.54
200538,3021.55
200539,6896.95
200540,43.66
200541,2771.64
200542,2223.76
200543,3824.27
200544,35.78
200545,42.47
200546,6061.72
200547,4421.97
200548,4397.88
200549,14895.47
200550,16987.95
200551,405.23
200552,10709.93
200553,237.55
200554,12138.73
200555,1945.88
200556,3939.6
200557,11989.47
200558,6475.4
200559,1228.54
200560,43.49
200561,3891.75
200562,20772.31
200563,6206.58
200564,11020.57
200565,26453.03
200566,7678.26
200567,1881.9
200568,9113.47
200569,175.49
200570,1925.1
200571,3457.47
200572,11174.56
200573,16555.67
200574,965.03
200575,1431.21
200576,978.42
200577,816.92
200578,21366.86
200579,46.29
200580,5653.52
200581,1440.63
200582,6383.5
200583,1015.63
200584,17994.94
200585,7028.32
200586,4366.74
200587,1377.43
200588,3930.93
