SaleID,price
200000,-719.04
200001,4820.85
200002,10145.36
200003,-359.44
200004,-289.62
200005,-406.64
200006,-2081.66
200007,4671.9
200008,14243.49
200009,-2391.24
200010,-1798.19
200011,3549.76
200012,8610.28
200013,9659.21
200014,-675.71
200015,176.72
200016,1696.98
200017,12116.55
200018,10827.94
200019,-2603.87
200020,17901.28
200021,11760.72
200022,4309.24
200023,-640.71
200024,-617.39
200025,10335.06
200026,-3025.4
200027,13278.79
200028,7162.98
200029,10794.83
200030,14608.21
200031,12576.76
200032,-1036.41
200033,14103.44
200034,-1793.16
200035,3346.74
200036,14957.49
200037,12159.41
200038,781.66
200039,-4059.55
200040,741.32
200041,16846.11
200042,-3984.91
200043,8991.65
200044,17870.44
200045,-2102.12
200046,14755.26
200047,15821.46
200048,4350.43
200049,-839.14
200050,-3816.36
200051,6952.07
200052,4800.24
200053,-617.07
200054,14589.83
200055,12825.65
200056,8703.24
200057,5405.79
200058,2166.18
200059,9258.44
200060,10263.95
200061,1397.71
200062,11380.33
200063,11640.06
200064,-1973.43
200065,2120.04
200066,-4044.06
200067,12578.21
200068,-6489.28
200069,15498.26
200070,12376.48
200071,-119.71
200072,8210.25
200073,14818.7
200074,6980.29
200075,12170.85
200076,6114.42
200077,2673.55
200078,-5440.03
200079,-637.47
200080,8373.06
200081,881.63
200082,6567.29
200083,-2940.97
200084,2621.93
200085,3849.29
200086,12657.48
200087,5213.18
200088,2816.48
200089,20593.32
200090,5575.67
200091,457.96
200092,4043.42
200093,15618.74
200094,10949.01
200095,-425.57
200096,3584.0
200097,-243.93
200098,-4708.42
200099,15272.92
200100,18054.85
200101,11703.87
200102,3410.3
200103,13831.74
200104,7617.31
200105,7151.12
200106,15480.91
200107,-1619.56
200108,12510.29
200109,10000.64
200110,-396.65
200111,2568.44
200112,2801.38
200113,-4038.38
200114,1864.45
200115,-2645.98
200116,14251.73
200117,12931.32
200118,23913.79
200119,-7110.06
200120,3917.97
200121,5715.22
200122,-763.16
200123,3648.86
200124,22692.91
200125,-1566.91
200126,5521.24
200127,13464.6
200128,2096.23
200129,9387.22
200130,6988.47
200131,3629.79
200132,1318.8
200133,3296.91
200134,592.28
200135,-2446.42
200136,6563.94
200137,-493.31
200138,13549.81
200139,12489.38
200140,-637.9
200141,2578.32
200142,6239.23
200143,8994.23
200144,48.88
200145,8469.8
200146,-1931.94
200147,5127.54
200148,3014.95
200149,604.87
200150,-502.94
200151,7346.13
200152,575.1
200153,-2452.77
200154,10703.83
200155,3848.96
200156,16573.21
200157,15185.69
200158,12940.7
200159,-313.55
200160,11036.26
200161,9777.51
200162,9981.34
200163,-821.53
200164,15674.51
200165,14601.69
200166,17260.26
200167,7311.78
200168,22535.05
200169,-1549.79
200170,3770.71
200171,11156.48
200172,3823.72
200173,18672.59
200174,-69.59
200175,-1348.79
200176,11050.87
200177,8708.35
200178,8307.16
200179,6382.48
200180,-1958.35
200181,13723.31
200182,6704.7
200183,3696.75
200184,511.11
200185,6800.74
200186,6055.58
200187,11445.41
200188,14780.29
200189,10678.26
200190,7024.49
200191,5880.53
200192,-1781.72
200193,5765.36
200194,10477.64
200195,2078.2
200196,-125.03
200197,19412.2
200198,1048.49
200199,6040.04
200200,213.0
200201,11279.15
200202,2329.44
200203,5472.83
200204,9755.97
200205,8101.09
200206,-5085.7
200207,2597.0
200208,8496.21
200209,1149.02
200210,13743.93
200211,8696.47
200212,9887.55
200213,11081.48
200214,18071.78
200215,10340.86
200216,5101.71
200217,1019.73
200218,12383.65
200219,2013.27
200220,1466.16
200221,9610.5
200222,-859.54
200223,-1678.49
200224,14942.26
200225,5432.85
200226,958.33
200227,9625.36
200228,-6070.89
200229,8588.62
200230,8508.05
200231,-229.82
200232,-2385.15
200233,9053.29
200234,-2155.16
200235,11906.41
200236,5915.19
200237,6083.83
200238,9324.53
200239,11962.38
200240,18094.25
200241,12555.8
200242,7534.93
200243,446.16
200244,8676.45
200245,9050.32
200246,7145.15
200247,3606.48
200248,-6186.27
200249,10635.67
200250,16313.07
200251,11491.77
200252,-3243.29
200253,8958.64
200254,11914.15
200255,10444.31
200256,3021.03
200257,10794.35
200258,6495.83
200259,9682.78
200260,-154.75
200261,7809.73
200262,4515.55
200263,12928.78
200264,10285.6
200265,8041.18
200266,-648.07
200267,12400.9
200268,10253.51
200269,5682.75
200270,11664.31
200271,2031.22
200272,5111.88
200273,15781.21
200274,-2355.53
200275,14463.93
200276,3702.88
200277,4624.68
200278,5187.06
200279,11530.27
200280,4216.16
200281,-2109.41
200282,13821.35
200283,8921.63
200284,-5691.72
200285,8087.57
200286,2794.74
200287,12815.33
200288,14010.71
200289,6520.05
200290,9523.99
200291,9844.97
200292,4968.89
200293,11751.73
200294,9729.72
200295,2802.35
200296,5443.77
200297,8972.67
200298,1561.88
200299,7363.69
200300,7424.78
200301,8417.21
200302,4509.99
200303,10939.73
200304,2417.0
200305,6299.96
200306,4138.1
200307,16120.66
200308,1093.95
200309,-211.95
200310,90.55
200311,-142.4
200312,11316.27
200313,2539.07
