SaleID,price
200000,1261.014710808901
200001,1928.1006492613385
200002,8303.937970602115
200003,1204.5506941915894
200004,1985.892812716833
200005,1136.2427316119238
200006,439.6018100765087
200007,3365.605669804321
200008,12720.986109159534
200009,585.8188525348849
200010,639.6394055967551
200011,2576.175537580496
200012,5842.828468112398
200013,7674.488301378104
200014,1416.3777624687764
200015,247.25656647839526
200016,1744.93965226285
200017,8373.672882050767
200018,6679.0440550638
200019,582.1235649249884
200020,24651.944258100393
200021,7604.791199021429
200022,2004.9298875076156
200023,1533.1726939041516
200024,790.9372679976661
200025,8060.500749461605
200026,575.8545279077174
200027,12175.041370293544
200028,3993.6462689580567
200029,7986.736477373488
200030,17593.741024943545
200031,13267.772300795468
200032,600.9110825046603
200033,14507.495861883244
200034,716.6513647598618
200035,1977.2291070228725
200036,14187.592883944448
200037,5786.6836917213495
200038,1561.3259457613292
200039,347.8011393577797
200040,569.8204424578269
200041,28128.066061234134
200042,435.6765213177744
200043,7192.456139647771
200044,18429.557599184936
200045,503.81706403521656
200046,16191.65187522966
200047,17834.64765590189
200048,2139.2211527297522
200049,3144.5986268243237
200050,511.13943731071674
200051,4391.264948863791
200052,2790.661097865539
200053,480.24263773850873
200054,13278.03864484586
200055,11568.552800085417
200056,5263.792284232418
200057,3260.052039364581
200058,947.4699402935756
200059,5182.638686398067
200060,8483.605477305715
200061,1129.4168009805112
200062,5559.131429036769
200063,8099.378115512804
200064,1256.5575636830426
200065,1634.2132198712304
200066,497.7969527061576
200067,10126.664806545929
200068,182.82668576863446
200069,16913.917347543847
200070,9292.053404679089
200071,294.7166038044759
200072,6661.255500543822
200073,19029.826561086014
200074,4300.367612129699
200075,12399.871869925084
200076,2978.819145160741
200077,323.82331581269693
200078,359.2665791134417
200079,2973.510143111805
200080,3066.5775825519618
200081,2082.98759488333
200082,3996.616525427355
200083,398.3332433943412
200084,1190.7923724778689
200085,1567.3674336899753
200086,6900.975153082973
200087,3328.1177248376107
200088,2816.8269071094633
200089,41661.04922220801
200090,2554.6845044089027
200091,201.5404438374506
200092,1465.8070015096218
200093,16798.783472973882
200094,6545.1115751101115
200095,5877.000995258063
200096,2638.4244425688535
200097,1173.0861458845145
200098,437.5192285813437
200099,22934.128583157657
200100,21157.33735467436
200101,7268.746094295492
200102,1780.5189124380693
200103,10948.16103322084
200104,5273.576954720169
200105,4364.897482622728
200106,8166.340869425576
200107,1937.3081759973215
200108,14991.080826120027
200109,7727.231514504684
200110,673.4911288243259
200111,1945.5743350787075
200112,1774.9930334163237
200113,609.9751251428846
200114,2239.895788028468
200115,1186.7139345822948
200116,14140.254077267438
200117,16316.132226247248
200118,52482.591322560875
200119,202.81943273998752
200120,3026.0043964499273
200121,2464.8027715187736
200122,675.0655870270909
200123,2496.082474248092
200124,57313.45032028682
200125,578.9667870120784
200126,2918.3890735364284
200127,15884.460008412416
200128,1554.6020494144382
200129,5891.1056368872005
200130,3797.550440422638
200131,2793.7768843631407
200132,1435.4769728069693
200133,2914.449945937688
200134,1330.9707314730372
200135,3093.6193844136515
200136,3943.5485980570684
200137,774.4774551285391
200138,9867.113323482914
200139,6320.219592868426
200140,2750.212819389159
200141,1454.610407929957
200142,6424.3970820788145
200143,6611.637200652949
200144,1363.2759955017082
200145,6382.891164367869
200146,2623.04223035498
200147,4507.827345600014
200148,2906.053707382609
200149,203.00558647812804
200150,11207.681153334948
200151,5040.469642332494
200152,633.4044467110921
200153,494.502684942861
200154,7412.712815980719
200155,2365.227204667908
200156,16439.285329434046
200157,8125.272245897105
200158,9992.556525621929
200159,1595.7472852619508
200160,6688.63883708043
200161,7262.584004097267
200162,6565.648782103269
200163,763.072019398171
200164,16590.096698148835
200165,14943.118737280145
200166,23597.26325220423
200167,3904.614704553828
200168,35656.85652987477
200169,687.4474905399876
200170,2735.0654907433745
200171,8741.632488106812
200172,1935.1359446889312
200173,35867.89200905146
200174,700.2710921592588
200175,2341.2678114418563
200176,8107.6743126098545
200177,5899.570985311251
200178,5243.995359082253
200179,3591.599470441655
200180,878.2374154482061
200181,19127.960094004113
200182,4017.299799021689
200183,1393.6629445004123
200184,2068.0289939791546
200185,4099.109613469597
200186,3493.146165338642
200187,5275.446692115312
200188,10961.409298858343
200189,11520.031768299325
200190,3277.8622842645136
200191,2987.606145399344
200192,1056.5251263827572
200193,4648.620266887265
200194,7647.638164418398
200195,2296.2710128085578
200196,767.0763823736118
200197,22194.048981804157
200198,1170.1253297351823
200199,4546.770199711934
200200,456.4739259546848
200201,7834.605499358666
200202,2040.8377896408522
200203,1558.8047891285662
200204,8157.467421273508
200205,5307.7875548305965
200206,883.4365806555804
200207,5016.8644886216825
200208,5866.633769147318
200209,1167.9979084561262
200210,13885.143021201216
200211,5554.65154809273
200212,7620.9464384605335
200213,8874.357690649316
200214,19464.835690164615
200215,7559.175988228329
200216,3234.2762804608055
200217,1242.0223715850761
200218,10512.97626078298
200219,1236.1699738676195
200220,2382.64221904554
200221,7888.506136096735
200222,2199.339670628498
200223,720.3488504460418
200224,12448.907439443214
200225,3389.283569547199
200226,1193.0224814059447
200227,8909.371509807053
200228,210.57237541589132
200229,7421.313146320252
200230,8713.648211683847
200231,5038.523259805079
200232,944.1209847266084
200233,7906.938641200503
200234,390.3091153726097
200235,8555.38852860012
200236,11470.961868892338
200237,4745.173018140549
200238,7057.272078316663
200239,8663.892646856239
200240,25619.34744946495
200241,10523.7993653215
200242,3768.856643938397
200243,2821.834214526369
200244,6479.560453596706
200245,3938.9632770424773
200246,3982.0774090847126
200247,1132.3908593491221
200248,278.98442383645903
200249,9614.864916827732
200250,30455.835203903258
200251,10181.78395435074
200252,787.6147418273881
200253,8879.961666095798
200254,10851.612905369748
200255,7170.151682717032
